company_name,rating,reviews,company_type,headquarters,years_old,emp_count
Sasken,3.6,400,Public,Bangalore/Bengaluru +10 more,35 years old,1k-5k Employees
Reliance Infrastructure,4.1,397,Public,Mumbai +54 more,95 years old,1k-5k Employees
South Indian Bank,3.6,396,Public,Thrissur/Trichur +67 more,95 years old,1k-5k Employees
Usha Martin,4.1,392,Public,Kolkata +26 more,63 years old,1k-5k Employees
Reliance Capital,4,394,Public,Navi Mumbai +80 more,19 years old,1k-5k Employees
QHTalbros,3.6,391,Public,Gurgaon/Gurugram +18 more,38 years old,5k-10k Employees
Tata Power Solar,4.3,407,Public,Mumbai +54 more,35 years old,1k-5k Employees
Inspirisys Solution,3.9,401,Public,Chennai +44 more,33 years old,1k-5k Employees
Moser Baer,4.1,384,Public,Delhi/NCR +12 more,41 years old,1k-5k Employees
Emerson Electric Co.,4.2,395,Public,St Louis +24 more,134 years old,5k-10k Employees
NICE,3.9,395,Public,Pune +14 more,38 years old,1k-5k Employees
QUICK HEAL TECHNOLOGIES,3.8,388,Public,Pune +44 more,29 years old,1k-5k Employees
Ramkrishna Forgings,3.8,401,Public,Kolkata +16 more,43 years old,1k-5k Employees
Navin Fluorine International,4,388,Public,Mumbai +17 more,57 years old,1k-5k Employees
Venky's,3.7,382,Public,Pune +65 more,48 years old,5k-10k Employees
Axiscades,3.3,387,Public,Bangalore/Bengaluru +9 more,34 years old,1k-5k Employees
ExxonMobil,3.8,385,Public,Irving +30 more,2024 years old,1k-5k Employees
India Post,3.9,385,Public,Mysore/Mysuru +160 more,170 years old,1 Lakh+ Employees
Uppcl,4,384,Public,Lucknow +72 more,25 years old,10k-50k Employees
Sanghi Industries,3.7,374,Public,Ahmedabad +24 more,39 years old,501-1k Employees
Lakme,4.3,380,Public,Mumbai +70 more,44 years old,201-500 Employees
Mahanagar Gas,4.2,377,Public,Mumbai +20 more,29 years old,501-1k Employees
Suprajit Engineering,3.8,385,Public,Bangalore/Bengaluru +33 more,39 years old,501-1k Employees
Hero Cycles,3.6,381,Public,Gurgaon/Gurugram +40 more,68 years old,5k-10k Employees
Emaar India Limited,3.7,375,Public,Delhi/NCR +16 more,19 years old,501-1k Employees
TTK Healthcare,4.2,373,Public,Chennai +72 more,96 years old,1k-5k Employees
Central Bank of India,4,379,Public,Mumbai +96 more,113 years old,10k-50k Employees
Tata International,3.8,373,Public,Mumbai +37 more,62 years old,1k-5k Employees
Consulting Engineers Group,4.2,378,Public,Jaipur +57 more,40 years old,1k-5k Employees
Maharashtra Seamless,3.7,375,Public,Gurgaon/Gurugram +18 more,36 years old,1k-5k Employees
Gujarat Heavy Chemicals,4.1,374,Public,Noida +23 more,41 years old,1k-5k Employees
V.S.T Tillers Tractors,3.6,375,Public,Bangalore/Bengaluru +45 more,57 years old,201-500 Employees
Swastika Investmart,4.4,369,Public,Indore +42 more,32 years old,501-1k Employees
Aptech,3.7,373,Public,Mumbai +69 more,38 years old,201-500 Employees
Kaya Skin Clinic,4.1,368,Public,Mumbai +36 more,21 years old,501-1k Employees
DFM Foods,4,372,Public,Delhi/NCR +64 more,41 years old,501-1k Employees
Electrosteel Casting,3.9,369,Public,Kolkata +20 more,69 years old,1k-5k Employees
PC Jewellers,4,366,Public,Delhi/NCR +69 more,19 years old,1k-5k Employees
Federal Mogul Goetze,4.2,363,Public,Gurgaon/Gurugram +29 more,70 years old,1k-5k Employees
Fortis Escorts Hospital,4.1,364,Public,Delhi/NCR +15 more,36 years old,5k-10k Employees
QX Global Group,3.4,370,Public,Skipton +14 more,21 years old,1k-5k Employees
Anmol Industries,4.1,366,Public,Kolkata +59 more,30 years old,501-1k Employees
Safari Industries India,4.1,363,Public,Mumbai +61 more,50 years old,501-1k Employees
Flamingo Pharmaceuticals,3.3,355,Public,Nanded +10 more,39 years old,501-1k Employees
Srei Equipment Finance,4.4,355,Public,Kolkata +77 more,35 years old,1k-5k Employees
RPG Life Sciences,4.1,361,Public,Mumbai +35 more,31 years old,1k-5k Employees
Vimta Labs,3.6,356,Public,Hyderabad/Secunderabad +24 more,40 years old,1k-5k Employees
Subex,3.5,358,Public,Bangalore/Bengaluru +10 more,32 years old,501-1k Employees
Siyaram Silk Mills,3.8,355,Public,Mumbai +34 more,46 years old,1k-5k Employees
APL Apollo Tubes,3.8,348,Public,Delhi/NCR +40 more,38 years old,1k-5k Employees
GTL Infrastructure,4.6,348,Public,Mumbai +41 more,20 years old,1k-5k Employees
Grindwell Norton,4.2,348,Public,Mumbai +34 more,83 years old,1k-5k Employees
Meghmani Organics,4,350,Public,Dahej +23 more,38 years old,501-1k Employees
Railtel Corporation Of India,3.9,346,Public,New Delhi +61 more,24 years old,1k-5k Employees
Alcon,3.8,358,Public,Fort Worth +35 more,79 years old,1k-5k Employees
Gulf Oil Lubricants,4.1,350,Public,Mumbai +68 more,31 years old,501-1k Employees
ITSource Technologies,3.1,349,Public,Mumbai +28 more,26 years old,201-500 Employees
Ralson India,3.8,347,Public,Delhi/NCR +41 more,50 years old,501-1k Employees
Eli Lilly and Company,4.1,357,Public,Indianapolis +18 more,31 years old,1k-5k Employees
Essar Group,4,346,Public,Mumbai +45 more,55 years old,10k-50k Employees
Morepen Laboratories,4.1,352,Public,Baddi +36 more,40 years old,1k-5k Employees
Allcargo Logistics,3.9,348,Public,Mumbai +44 more,31 years old,501-1k Employees
Alankit,3.3,348,Public,Delhi/NCR +39 more,33 years old,1k-5k Employees
Aster Dm Healthcare,3.8,356,Public,Dubai +32 more,37 years old,1k-5k Employees
Jtekt Sona Automotive India,4,338,Public,Gurgaon/Gurugram +16 more,17 years old,51-200 Employees
Ppap Automotive,3.8,343,Public,Noida +13 more,46 years old,1k-5k Employees
Ind-Swift Laboratories,3.9,342,Public,Chandigarh +22 more,29 years old,1k-5k Employees
Ingersoll Rand,4.3,341,Public,Dublin +28 more,52 years old,501-1k Employees
Visaka Industries,4.1,341,Public,Hyderabad/Secunderabad +49 more,43 years old,1k-5k Employees
UCAL Fuel Systems,3.7,335,Public,Chennai +17 more,39 years old,501-1k Employees
Galaxy Surfactants,3.9,337,Public,Mumbai +11 more,44 years old,1k-5k Employees
NU Vista,4.2,333,Public,Kolkata +60 more,50 years old,1k-5k Employees
Munjal Showa,3.6,331,Public,Gurgaon/Gurugram +12 more,39 years old,1k-5k Employees
Kirloskar Ferrous Industries,4,340,Public,Koppal +14 more,33 years old,1k-5k Employees
ASM Technologies,3.7,339,Public,Bangalore/Bengaluru +17 more,32 years old,1k-5k Employees
Aksentt Tech Services,4.8,336,Public,Mumbai +13 more,17 years old,201-500 Employees
Royal Orchid Hotels,4,333,Public,Bangalore/Bengaluru +44 more,38 years old,1k-5k Employees
Ventura Securities,4,333,Public,Thane +42 more,30 years old,1k-5k Employees
IIC Technologies,3.9,332,Public,Hyderabad/Secunderabad +21 more,30 years old,1k-5k Employees
India Nippon Electricals,4.1,331,Public,Hosur +24 more,40 years old,501-1k Employees
Indraprastha Gas,4.1,327,Public,Mumbai +19 more,26 years old,501-1k Employees
Aurionpro Solutions,3.7,344,Public,Mumbai +34 more,27 years old,1k-5k Employees
Laxmi Organic Industries,4.2,341,Public,Mumbai +12 more,32 years old,501-1k Employees
SOLAR INDUSTRIES INDIA,3.8,338,Public,Nagpur +33 more,29 years old,1k-5k Employees
Mrs Bector's Food Specialities,4,336,Public,Gurgaon +51 more,46 years old,1k-5k Employees
Sheela Foam,4.2,334,Public,Delhi/NCR +78 more,53 years old,1k-5k Employees
Telesonic Networks,3.7,327,Public,Delhi/NCR +43 more,15 years old,5k-10k Employees
Gaurs Group,4.1,331,Public,Ghaziabad +11 more,29 years old,1k-5k Employees
EID Parry (India),4.2,333,Public,Chennai +29 more,236 years old,1k-5k Employees
Agro Tech Foods,4.2,332,Public,Gurgaon/Gurugram +59 more,38 years old,501-1k Employees
Groupm Media,4,339,Public,New York +19 more,21 years old,1k-5k Employees
Kolte Patil Developers,4.1,329,Public,Pune +8 more,33 years old,1k-5k Employees
Exicom,4,327,Public,Gurgaon +18 more,30 years old,1k-5k Employees
India Glycols,3.9,329,Public,Noida +15 more,41 years old,1k-5k Employees
PULSUS HealthTech Group,3.5,328,Public,London +6 more,40 years old,501-1k Employees
Cosmo Films,3.8,331,Public,Delhi/NCR +9 more,43 years old,1k-5k Employees
Omax Autos,3.7,324,Public,Gurgaon/Gurugram +18 more,41 years old,201-500 Employees
Novartis Healthcare,4.1,323,Public,Mumbai +25 more,28 years old,51-200 Employees
Lanco Infratech,4.4,319,Public,Gurgaon/Gurugram +30 more,38 years old,5k-10k Employees
Ramco Industries,4.2,323,Public,Chennai +60 more,32 years old,1k-5k Employees
Essar Projects India,3.8,318,Public,Mumbai +38 more,55 years old,5k-10k Employees
Kuwait National Petroleum Company,4.5,320,Public,Al Ahmadi +15 more,64 years old,51-200 Employees
Brigade Group,4.2,318,Public,Bangalore/Bengaluru +10 more,38 years old,501-1k Employees
Aarti Drugs,3.8,318,Public,Mumbai +12 more,40 years old,201-500 Employees
ELGI Equipments,4.1,320,Public,Coimbatore +24 more,64 years old,1k-5k Employees
JNS Instruments,3.9,324,Public,Gurgaon +19 more,23 years old,501-1k Employees
Ceinsys Tech,3.9,321,Public,Nagpur +37 more,26 years old,501-1k Employees
Cera Sanitaryware,4.3,319,Public,London +60 more,44 years old,1k-5k Employees
Majesco,3.9,319,Public,Morristown +7 more,42 years old,1k-5k Employees
Datamatics Business Solutions,3.4,322,Public,Mumbai +10 more,42 years old,1k-5k Employees
Epiroc,4,318,Public,Stockholm +25 more,151 years old,1k-5k Employees
Indian Space Research Organisation,4.5,321,Public,Bangalore/Bengaluru +22 more,55 years old,10k-50k Employees
ERA Group,3.9,308,Public,Mumbai +37 more,34 years old,1k-5k Employees
Jamna Auto Industries,3.7,314,Public,Yamunanagar +31 more,70 years old,1k-5k Employees
Bajaj Consumer Care,4,310,Public,Mumbai +74 more,94 years old,201-500 Employees
"Ministry Of Health, New Delhi",4.4,309,Public,Delhi/NCR +51 more,48 years old,10k-50k Employees
Consolidated Construction Consortium,4.2,306,Public,Chennai +29 more,27 years old,501-1k Employees
Stryker,4.1,312,Public,Kalamazoo +16 more,83 years old,1k-5k Employees
Ryan International School,3.8,309,Public,Mumbai +38 more,32 years old,10k-50k Employees
Indian Immunologicals,4.1,308,Public,Hyderabad/Secunderabad +26 more,42 years old,1k-5k Employees
S2 Infotech,3.4,307,Public,Mumbai +54 more,19 years old,201-500 Employees
National Fertilizers,4.3,307,Public,Noida +28 more,50 years old,1k-5k Employees
Chambal Fertilisers And Chemicals,4.1,304,Public,Kota +45 more,39 years old,1k-5k Employees
You Broadband,3.7,311,Public,Mumbai +28 more,23 years old,1k-5k Employees
Jindal Aluminium,3.9,308,Public,Bangalore / Bengaluru +12 more,56 years old,1k-5k Employees
Karvy Innotech,3.2,304,Public,Noida +39 more,12 years old,501-1k Employees
Jyoti CNC Automation,4,303,Public,Rajkot +28 more,35 years old,501-1k Employees
Eisai Pharmaceuticals,4.2,305,Public,Visakhapatnam +20 more,20 years old,51-200 Employees
Bhagwati Products,3.9,304,Public,Rudrapur +16 more,22 years old,11-50 Employees
Time Technoplast,3.8,304,Public,Mumbai +30 more,32 years old,1k-5k Employees
BOB Financial Solutions,4.3,303,Public,Chennai +82 more,30 years old,501-1k Employees
Elecon Engineering,4.2,299,Public,Chennai +21 more,73 years old,501-1k Employees
Puravankara,3.7,309,Public,Bangalore/Bengaluru +13 more,49 years old,501-1k Employees
Artemis Health Institute,4.4,307,Public,Gurgaon/Gurugram +10 more,17 years old,1k-5k Employees
Bharat Seats,3.8,304,Public,Gurgaon/Gurugram +14 more,38 years old,201-500 Employees
OnePlus,4.1,311,Public,Shenzhen +49 more,11 years old,1k-5k Employees
Kellogg Brown and Root,4.1,308,Public,Houston +24 more,26 years old,501-1k Employees
JSW Energy,4.2,308,Public,Mumbai +40 more,30 years old,1k-5k Employees
Wonderla Holidays,4.6,302,Public,Bangalore/Bengaluru +12 more,24 years old,501-1k Employees
RSWM,4,296,Public,Noida +27 more,63 years old,10k-50k Employees
AceMicromatic Group,4.4,300,Public,Bengaluru +33 more,45 years old,501-1k Employees
Tribhovandas Bhimji Zaveri,4.2,300,Public,Mumbai +34 more,160 years old,1k-5k Employees
CMR Green Technologies,3.9,304,Public,Faridabad +22 more,18 years old,1k-5k Employees
5Paisa Capital Limited,4,300,Public,Thane +9 more,9 years old,501-1k Employees
KRBL,4,303,Public,Noida +37 more,135 years old,1k-5k Employees
Gujarat Ambuja Exports,3.7,302,Public,Ahmedabad +29 more,33 years old,1k-5k Employees
The Saraswat Co-operative Bank,3.4,302,Public,Aurangabad +29 more,106 years old,1k-5k Employees
Ashiana Housing,4,301,Public,Delhi/NCR +16 more,45 years old,501-1k Employees
Kailash Hospital,4.1,298,Public,Noida +23 more,40 years old,5k-10k Employees
Asian Granito India,3.9,298,Public,Ahmedabad +53 more,24 years old,1k-5k Employees
Synergies Castings,4.1,296,Public,Visakhapatnam/Vizag +3 more,25 years old,1k-5k Employees
Gokaldas Exports,4,298,Public,Bangalore / Bengaluru +19 more,45 years old,10k-50k Employees
Aka Logistics,3.2,294,Public,Gurgaon / Gurugram +32 more,16 years old,1k-5k Employees
Landis+Gyr,3.7,297,Public,Gurgaon / Gurugram +10 more,128 years old,1k-5k Employees
Siti Networks,4,295,Public,Kolkata +51 more,30 years old,201-500 Employees
Capital Trust,4,294,Public,New Delhi +76 more,38 years old,1k-5k Employees
Astra Microwave Products,3.9,292,Public,Hyderabad / Secunderabad +14 more,33 years old,51-200 Employees
DEN Networks,3.7,291,Public,Kolkata +38 more,17 years old,201-500 Employees
Ashapura Group Of Industries,4,294,Public,Mumbai +29 more,64 years old,201-500 Employees
National Organic Chemical Industries,4.1,294,Public,Mumbai +11 more,49 years old,501-1k Employees
Sakthi Auto Components,3.5,292,Public,Coimbatore +13 more,41 years old,501-1k Employees
Orient Bell,3.8,294,Public,Delhi/NCR +56 more,47 years old,501-1k Employees
TCG Lifesciences,4.2,291,Public,Kolkata +7 more,23 years old,1k-5k Employees
Kauvery Hospital,4.1,286,Public,Chennai +13 more,25 years old,1k-5k Employees
LendingKart,3.2,299,Public,Ahmedabad +27 more,10 years old,1k-5k Employees
LT Foods,4.1,291,Public,Gurgaon/Gurugram +45 more,34 years old,1k-5k Employees
Talbros,4.1,287,Public,Gurgaon/Gurugram +16 more,68 years old,501-1k Employees
ABM Knowledgeware,3.8,286,Public,Mumbai +36 more,31 years old,201-500 Employees
IPE Global,4,285,Public,New Delhi +76 more,26 years old,1k-5k Employees
Bharat Bijlee,4.2,285,Public,Mumbai +16 more,78 years old,501-1k Employees
SPML Infra,3.5,282,Public,Delhi/NCR +46 more,43 years old,201-500 Employees
Shalimar Paints,3.9,290,Public,Gurgaon/Gurugram +62 more,122 years old,1k-5k Employees
Nuziveedu Seeds,4.2,285,Public,Hyderabad/Secunderabad +53 more,51 years old,1k-5k Employees
Greenpanel Industries,4.1,290,Public,Gurgaon/Gurugram +55 more,7 years old,1k-5k Employees
Fynd,3.6,286,Public,Mumbai +9 more,12 years old,501-1k Employees
Gopal Namkeen,4.3,288,Public,Rajkot +64 more,25 years old,1k-5k Employees
Welspun Flooring,3.8,284,Public,Hyderabad +20 more,8 years old,51-200 Employees
Tejas Networks,4.2,295,Public,Bangalore +23 more,24 years old,1k-5k Employees
Tata Marcopolo Motors,3.6,274,Public,Pune +12 more,79 years old,1k-5k Employees
Hyundai Glovis,3.9,282,Public,Gangnam-gu +15 more,23 years old,201-500 Employees
Delhi Metro Rail Corporation,4.1,280,Public,Delhi/NCR +20 more,29 years old,10k-50k Employees
Clariant Chemicals,4.2,275,Public,Muttenz +19 more,29 years old,1k-5k Employees
Saksoft,3.7,285,Public,Chennai +14 more,25 years old,1k-5k Employees
Bharat Rasayan,4.1,281,Public,Delhi/NCR +14 more,35 years old,501-1k Employees
Gtpl Hathway,4.1,282,Public,Ahmedabad +38 more,18 years old,501-1k Employees
Raptakos Brett and Company,3.6,274,Public,Mumbai +46 more,94 years old,201-500 Employees
IIT Bombay,4.6,277,Public,Mumbai +10 more,66 years old,501-1k Employees
Lotte India Corporation,3.8,276,Public,Chennai +64 more,20 years old,501-1k Employees
Dr. Agarwal's Eye Hospital,4,276,Public,Chennai +44 more,67 years old,1k-5k Employees
Yalamanchili Software Exports,3.5,287,Public,Chennai +12 more,23 years old,51-200 Employees
Himatsingka Seide,4,269,Public,Bangalore/Bengaluru +7 more,39 years old,5k-10k Employees
Kennametal,3.8,270,Public,Latrobe +11 more,86 years old,501-1k Employees
Fluper,4.1,269,Public,Noida +2 more,11 years old,201-500 Employees
Ricoh,3.9,267,Public,Ota City +42 more,88 years old,1-10 Employees
REPCO HOME FINANCE,3.9,271,Public,Chennai +74 more,24 years old,501-1k Employees
Bmm Ispat,4,268,Public,Bangalore/Bengaluru +9 more,48 years old,1k-5k Employees
Equiniti,3.6,274,Public,London +2 more,10 years old,1k-5k Employees
Rane Brake Lining,4.3,272,Public,Chennai +17 more,60 years old,201-500 Employees
HSBC Global Banking and Markets,4.1,279,Public,Canary Wharf +11 more,33 years old,10k-50k Employees
Air Liquide,4,273,Public,Paris +30 more,122 years old,201-500 Employees
Synopsys,4,273,Public,Mountain View +10 more,38 years old,1k-5k Employees
M.J Global,4.3,265,Public,Noida +9 more,44 years old,201-500 Employees
Mitsuba Sical,4,264,Public,Michigan +14 more,27 years old,201-500 Employees
TVS Mobility,4.2,264,Public,Madurai +58 more,113 years old,5k-10k Employees
BDO,3.6,278,Public,Mumbai +26 more,61 years old,5k-10k Employees
Techno Electric & Engineering Company,4,270,Public,Kolkata +44 more,61 years old,201-500 Employees
Technosoft Engineering Projects,4.1,266,Public,Thane +4 more,25 years old,501-1k Employees
SML Isuzu,4.1,262,Public,Chandigarh +46 more,39 years old,501-1k Employees
Dainik Jagran,3.6,262,Public,Noida +50 more,82 years old,1k-5k Employees
Agarwal Packers and Movers Limited,3.6,261,Public,Delhi/NCR +41 more,37 years old,5k-10k Employees
Alicon Castalloy,3.7,260,Public,Pune +8 more,34 years old,501-1k Employees
Jindal Industries,3.5,274,Public,Delhi/NCR +26 more,72 years old,1k-5k Employees (Global)
Ugro Capital,3.8,273,Public,Mumbai +66 more,31 years old,1k-5k Employees
Kellton Tech Solutions,3.2,265,Public,Hyderabad/Secunderabad +12 more,15 years old,1k-5k Employees
63 Moons Technologies,3.8,262,Public,Mumbai +12 more,36 years old,501-1k Employees
AirAsia,3.6,261,Public,Bangalore/Bengaluru +23 more,11 years old,1k-5k Employees
Tata Metaliks,4,259,Public,Kolkata +10 more,34 years old,1k-5k Employees
Arvind Fashions,3.9,264,Public,Bangalore/Bengaluru +46 more,31 years old,1k-5k Employees
Kokuyo Camlin,4.2,260,Public,Pune +53 more,93 years old,1k-5k Employees
Shyam Sel & Power,3.9,254,Public,Kolkata +20 more,33 years old,5k-10k Employees
Evolent Health International,3.9,261,Public,Pune +2 more,13 years old,501-1k Employees
METRO Global Solutions Center,4,260,Public,Pune +6 more,13 years old,501-1k Employees
Jetking Infotrain,3.7,257,Public,Pune +49 more,77 years old,51-200 Employees
Concord Biotech,3.7,261,Public,Ahmedabad +13 more,24 years old,501-1k Employees
Mirza International,3.8,257,Public,Kanpur +30 more,45 years old,1k-5k Employees
Orix Auto Infrastructure Services,4.4,256,Public,Mumbai +17 more,29 years old,201-500 Employees
ServiceNow,4,262,Public,Santa Clara +7 more,20 years old,1k-5k Employees
Mitsubishi Electric Automotive India,4.5,261,Public,New Delhi +15 more,66 years old,501-1k Employees (Global)
Banco Products,3.6,257,Public,Vadodara/Baroda +16 more,63 years old,501-1k Employees
Unitech,3.9,253,Public,Gurgaon/Gurugram +26 more,53 years old,1k-5k Employees
Oberoi Realty,3.9,259,Public,Mumbai +8 more,44 years old,501-1k Employees
TRL Krosaki Refractories,3.9,259,Public,Jharsuguda +18 more,66 years old,1k-5k Employees
Cipla Health,4.3,259,Public,Mumbai +56 more,11 years old,10k-50k Employees
Welspun Enterprises,4.2,258,Public,Mumbai +29 more,48 years old,1k-5k Employees
ACB (India),3.6,250,Public,Gurgaon/Gurugram +21 more,27 years old,201-500 Employees
IKF Finance,3.9,259,Public,Hyderabad/Secunderabad +85 more,33 years old,1k-5k Employees
Sundaram Auto Components,4.1,254,Public,Bhiwadi +14 more,44 years old,501-1k Employees
Shakti Pumps,3.8,253,Public,Dhar +35 more,42 years old,501-1k Employees
Reliance Home Finance,4.5,251,Public,Mumbai +47 more,16 years old,501-1k Employees
CareEdge Ratings,2.9,256,Public,Mumbai +18 more,31 years old,501-1k Employees
Tata ClassEdge,3.5,253,Public,Mumbai +44 more,13 years old,501-1k Employees
NTT Global Networks,4.1,252,Public,London +25 more,5 years old,501-1k Employees
Confidence Petroleum India,3.5,255,Public,Mumbai +41 more,27 years old,501-1k Employees
Alkyl Amines,4.3,250,Public,Mumbai +12 more,45 years old,501-1k Employees
Nava Limited,3.8,249,Public,Hyderabad / Secunderabad +24 more,52 years old,51-200 Employees
Amartex Industries,4.2,248,Public,Gurgaon / Gurugram +18 more,36 years old,51-200 Employees
GTL,4.2,247,Public,Gurgaon / Gurugram +35 more,37 years old,1k-5k Employees
Sagar Cements,4.3,246,Public,Hyderabad / Secunderabad +35 more,39 years old,1k-5k Employees
IDS Infotech,3.1,253,Public,Mohali +14 more,35 years old,1k-5k Employees
Mkc Infrastructure,3.7,252,Public,Anjar +28 more,61 years old,501-1k Employees
Baramati Agro,3.9,252,Public,Pune +30 more,36 years old,1k-5k Employees
Bharat IT Services,3.2,250,Public,Noida +41 more,28 years old,501-1k Employees
Visa,4.1,250,Public,Foster City +12 more,66 years old,1k-5k Employees
UCO Bank,3.7,248,Public,Kolkata +80 more,81 years old,10k-50k Employees
Ang India,4,245,Public,Noida +36 more,46 years old,201-500 Employees
Nitco,4.3,247,Public,Mumbai +41 more,71 years old,1k-5k Employees
ICRA,3.1,246,Public,Gurgaon/Gurugram +14 more,33 years old,201-500 Employees
Vascon Engineers,3.6,246,Public,Pune +16 more,38 years old,501-1k Employees
Nabard Financial Services,4.3,245,Public,Bengaluru +96 more,15 years old,1k-5k Employees
Xchanging,3.8,244,Public,London +10 more,26 years old,201-500 Employees
e-Zest,4.1,244,Public,Pune +2 more,24 years old,1k-5k Employees
InfoBeans,3.7,258,Public,Indore +4 more,24 years old,1k-5k Employees
Military Engineer Services,4.5,244,Public,Delhi/NCR +62 more,101 years old,51-200 Employees
Planetcast,3.8,245,Public,Noida +12 more,28 years old,1k-5k Employees
East India Udyog,3.8,244,Public,Ghaziabad +32 more,58 years old,201-500 Employees
MapmyIndia,3.8,242,Public,Delhi +6 more,32 years old,201-500 Employees
Apollo Clinic,3.9,239,Public,Hyderabad +36 more,22 years old,201-500 Employees
Mahindra Lifespace Developers,4.2,241,Public,Mumbai +20 more,30 years old,201-500 Employees
MT Educare,3.2,239,Public,Mumbai +25 more,36 years old,201-500 Employees
VST Industries,4,243,Public,Hyderabad / Secunderabad +69 more,94 years old,501-1k Employees
Moon Beverages,3.8,243,Public,New Delhi +15 more,37 years old,51-200 Employees
CESC,3.7,242,Public,Kolkata +15 more,125 years old,5k-10k Employees
Gujarat Alkalies & Chemicals,4.6,239,Public,Dahej +8 more,51 years old,1k-5k Employees
Sir H. N. Reliance Foundation Hospital and Research,3.9,239,Public,Mumbai +6 more,99 years old,51-200 Employees
Tega Industries,3.8,240,Public,Kolkata +16 more,48 years old,501-1k Employees
Prism Johnson Limited - RMC (India) Division,4.1,240,Public,Mumbai +55 more,28 years old,501-1k Employees
Sterling Tools,4,240,Public,Faridabad +11 more,45 years old,501-1k Employees
ESAB,4.2,236,Public,Chennai +23 more,37 years old,501-1k Employees
VVF,3.7,239,Public,Mumbai +18 more,85 years old,501-1k Employees
Shree Renuka Sugars,4.2,234,Public,Belagavi/Belgaum +32 more,26 years old,1k-5k Employees
ISMT,3.8,233,Public,Pune +4 more,47 years old,1k-5k Employees
Madras Radiators and Pressings Limited,4,231,Public,Coimbatore +9 more,61 years old,501-1k Employees
Starbucks,4.4,238,Public,Mumbai +41 more,53 years old,1k-5k Employees
Etisalat,3.5,233,Public,Abu Dhabi +11 more,48 years old,1k-5k Employees
Walchandnagar Industries,4,233,Public,Mumbai +10 more,116 years old,1k-5k Employees
Mukand Limited,3.8,232,Public,Mumbai +16 more,87 years old,1k-5k Employees
Silver Touch Technologies,3.6,232,Public,Ahmedabad +23 more,32 years old,1k-5k Employees
Sembcorp Energy India,4.2,234,Public,Gurgaon/Gurugram +20 more,16 years old,501-1k Employees
The Phoenix Mills,3.9,234,Public,Mumbai +16 more,119 years old,501-1k Employees
Zydus Hospital,4.3,231,Public,Ahmedabad +9 more,9 years old,1k-5k Employees
Indiabulls Real Estate,4.6,227,Public,Mumbai +21 more,18 years old,501-1k Employees
Vaibhav Global,3.4,233,Public,Jaipur +8 more,44 years old,1k-5k Employees
Machino Plastics,4,228,Public,Gurgaon/Gurugram +10 more,37 years old,201-500 Employees
Bhilai Engineering Corporation,3.8,225,Public,Bhilai/Bhillai +20 more,64 years old,501-1k Employees
Bharat Oman Refineries,3.8,225,Public,Bina +17 more,13 years old,501-1k Employees
Ador Welding,4,225,Public,Mumbai +23 more,73 years old,501-1k Employees
Cadence Design Systems,4.2,241,Public,San Jose +14 more,36 years old,1k-5k Employees
Jindal Power,4.1,232,Public,New Delhi +21 more,17 years old,5k-10k Employees
Paradeep Phosphates,4.2,231,Public,Bhubaneswar +33 more,43 years old,501-1k Employees
Themis Medicare,3.7,229,Public,Mumbai +33 more,55 years old,201-500 Employees
Bajaj Hindusthan,4.3,229,Public,Mumbai +18 more,93 years old,1k-5k Employees
Kirloskar Electric Company,3.6,224,Public,Bangalore/Bengaluru +23 more,78 years old,1k-5k Employees
AIRBUS,3.8,240,Public,Leiden +6 more,54 years old,5k-10k Employees
Zee Laboratories,3.3,225,Public,Delhi/NCR +29 more,31 years old,201-500 Employees
Indian Metals & Ferro Alloys,4.2,223,Public,Bhubaneswar +20 more,63 years old,1k-5k Employees
Empower Retirement,3.7,233,Public,Greenwood Village +3 more,133 years old,1k-5k Employees
MARK EXHAUST SYSTEMS,4,229,Public,Gurgaon/Gurugram +11 more,31 years old,501-1k Employees
Lincoln Pharmaceuticals,3.8,229,Public,Ahmedabad +21 more,45 years old,1k-5k Employees
SBI Capital Markets,4,225,Public,Mumbai +69 more,38 years old,Public
Banswara Syntex,4.1,222,Public,Banswara +10 more,48 years old,10k-50k Employees
Rolta India,2.7,222,Public,Mumbai +11 more,35 years old,501-1k Employees
Munjal Auto Industries,3.8,221,Public,Gurgaon/Gurugram +11 more,39 years old,1k-5k Employees
Borosil Glass Works,3.8,226,Public,Mumbai +31 more,62 years old,Public
Saregama India,4,224,Public,Kolkata +35 more,123 years old,201-500 Employees
Aditya Birla Housing Finance,4,229,Public,Mumbai +64 more,15 years old,1k-5k Employees
Unique Identification Authority of India,4.3,221,Public,New Delhi +70 more,15 years old,501-1k Employees
The Indian Hume Pipe Co.,4.1,220,Public,Mumbai +45 more,98 years old,1k-5k Employees
Religare Finvest,4.4,219,Public,Delhi/NCR +34 more,18 years old,1k-5k Employees
Bombay Rayon Fashions,3.8,218,Public,Mumbai +17 more,38 years old,5k-10k Employees
Nuance Communications,4.3,221,Public,Burlington +13 more,32 years old,1k-5k Employees
Atul Auto,3.9,220,Public,Rajkot +29 more,38 years old,501-1k Employees
Cremica Food Industries,4.1,219,Public,Delhi/NCR +36 more,46 years old,501-1k Employees
Gujarat Gas,4.2,218,Public,Gandhinagar +38 more,44 years old,1k-5k Employees
Superhouse,3.6,217,Public,Unnao +10 more,18 years old,501-1k Employees
Paul Merchants,4.4,216,Public,Chandigarh +73 more,40 years old,1k-5k Employees
