company_name,rating,reviews,company_type,headquarters,years_old,emp_count
Whitehat jr,3.5,2.8k,Startup,Mumbai +50 more,6 years old,5k-10k Employees
CMS IT Services,3.2,2.5k,Startup,Bangalore +138 more,10 years old,5k-10k Employees
KFintech,3.7,2k,Startup,Hyderabad +102 more,7 years old,5k-10k Employees
Ninjacart,4.1,1.8k,Startup,Bangalore +95 more,9 years old,1k-5k Employees
Planet Spark,3.7,1.5k,Startup,Gurgaon +41 more,7 years old,51-200 Employees
Paisabazaar.com,3.7,1.3k,Startup,Gurgaon/Gurugram +20 more,10 years old,1k-5k Employees
Veritas Finance,4.7,1.2k,Startup,Chennai +260 more,9 years old,1k-5k Employees
Aye Finance,4.2,1.1k,Startup,Delhi +237 more,11 years old,5k-10k Employees
SYSKA LED Lights,2.9,993,Startup,Pune +152 more,12 years old,1k-5k Employees (Global)
Wheelseye Technology,3.7,967,Startup,Gurgaon +182 more,7 years old,1k-5k Employees
TELUS International Philippines,3.8,950,Startup,Pasig City +15 more,19 years old,1k-5k Employees
iMerit,3.8,863,Startup,Kolkata +10 more,12 years old,1k-5k Employees
FastInfo,4.3,844,Startup,Kolkata +7 more,5 years old,501-1k Employees
Stanza Living,3.1,793,Startup,Delhi +30 more,7 years old,501-1k Employees
Better.com,3,723,Startup,New York City +5 more,8 years old,1k-5k Employees
Skill Lync,3.1,726,Startup,Palo Alto +13 more,9 years old,1k-5k Employees
Toppr,3.5,701,Startup,Mumbai +43 more,11 years old,1k-5k Employees
Vertiv,4,712,Startup,Columbus +48 more,8 years old,51-200 Employees (Global)
Dunzo,3.5,700,Startup,Bangalore +18 more,10 years old,1k-5k Employees
Rupeek,3.7,691,Startup,Bangalore +55 more,9 years old,1k-5k Employees
HomeLane,3.5,634,Startup,Bangalore +34 more,10 years old,1k-5k Employees
Porter,4.2,636,Startup,Bangalore +24 more,10 years old,1k-5k Employees
Quantiphi Analytics Solutions Private Limited,3.1,632,Startup,Marlborough +11 more,11 years old,1k-5k Employees
Medlife,3.7,591,Startup,Bangalore +29 more,10 years old,1k-5k Employees
Embibe,3.7,613,Startup,Bangalore +17 more,12 years old,1k-5k Employees
Cogoport,3,588,Startup,Mumbai +12 more,8 years old,51-200 Employees
uFaber,2.7,559,Startup,Mumbai +19 more,11 years old,1k-5k Employees
mPokket,4.3,550,Startup,Kolkata +11 more,8 years old,1k-5k Employees
CIEL HR,4.1,530,Startup,Bangalore +77 more,9 years old,1k-5k Employees
Samunnati Financial Intermediation and Services,4.5,484,Startup,Chennai +53 more,10 years old,201-500 Employees
Portea Medical,4.4,479,Startup,Bangalore +32 more,11 years old,1k-5k Employees
Kissht Finance,4.1,471,Startup,Mumbai +59 more,9 years old,201-500 Employees
Housing.com,3.8,480,Startup,Gurgaon +32 more,12 years old,1k-5k Employees
Testbook.com,3.7,486,Startup,Mumbai +25 more,10 years old,501-1k Employees
Tiger Analytics,3.5,476,Startup,Santa Clara +8 more,13 years old,1k-5k Employees
NxtWave,4,462,Startup,Hyderabad / Secunderabad +20 more,4 years old,1k-5k Employees
Ather Energy,4.1,452,Startup,Bangalore +39 more,11 years old,1k-5k Employees
Tracxn,3.2,449,Startup,Bangalore +7 more,11 years old,501-1k Employees
Collegedunia,3.2,445,Startup,Gurgaon/Gurugram +17 more,10 years old,1k-5k Employees
Cuemath,3.8,436,Startup,Bangalore +21 more,11 years old,1k-5k Employees
Finastra,3.9,440,Startup,Paddington +10 more,7 years old,1k-5k Employees
Agrostar,4,438,Startup,Pune +37 more,11 years old,1k-5k Employees
Turtlemint,3.6,429,Startup,Mumbai +83 more,9 years old,1k-5k Employees
Spoton Logistics,4.5,418,Startup,Bangalore +72 more,12 years old,1k-5k Employees
DeHaat,3.7,423,Startup,Patna +92 more,5 years old,1k-5k Employees
RenewBuy,3.8,415,Startup,Gurgaon +75 more,10 years old,1k-5k Employees
Reshamandi,3.7,407,Startup,Bangalore +32 more,4 years old,501-1k Employees
Cashify,3.8,406,Startup,Gurgaon +45 more,11 years old,501-1k Employees
Netmeds.com,3.6,467,Startup,Chennai +107 more,9 years old,501-1k Employees
Toothsi,2.8,412,Startup,Mumbai +14 more,6 years old,501-1k Employees
Healthians,3.5,395,Startup,Gurgaon +41 more,11 years old,1k-5k Employees
RapiPay,4.1,400,Startup,Noida +97 more,6 years old,1k-5k Employees
Wakefit,4.2,399,Startup,Bangalore +30 more,8 years old,1k-5k Employees
Celebal Technologies,2.6,407,Startup,Jaipur +15 more,9 years old,1k-5k Employees
Black Knight,3.6,371,Startup,Jacksonville +3 more,10 years old,501-1k Employees
Country Holidays Travel India,4.3,365,Startup,New Delhi +14 more,2 years old,201-500 Employees
Leverage Edu,4.2,396,Startup,Delhi +11 more,7 years old,51-200 Employees
bhanzu,3.7,371,Startup,Hyderabad +6 more,4 years old,201-500 Employees
HealthifyMe,3.1,373,Startup,Bangalore/Bengaluru +12 more,12 years old,1k-5k Employees
PropTiger.com,4.1,356,Startup,Gurgaon +14 more,13 years old,1k-5k Employees
ByteDance,4.2,358,Startup,Shanghai +13 more,12 years old,1k-5k Employees
Zolo,3.5,369,Startup,Bangalore +17 more,9 years old,501-1k Employees
Lido Learning,2.3,351,Startup,Mumbai +18 more,5 years old,201-500 Employees
BYJU'S Exam Prep,3.8,345,Startup,Noida +26 more,9 years old,501-1k Employees
Evelyn Learning Systems,3.8,338,Startup,Delhi/NCR +9 more,11 years old,1k-5k Employees
Nowfloats Technologies,3.3,342,Startup,Hyderabad +40 more,12 years old,201-500 Employees
Great Learning,3.8,352,Startup,Gurgaon +9 more,11 years old,1k-5k Employees
Scaler Academy,3.8,351,Startup,Bangalore +6 more,5 years old,1k-5k Employees
Bada Business,3.8,337,Startup,New Delhi +49 more,5 years old,5k-10k Employees
Expertrons,3.8,328,Startup,Mumbai +8 more,5 years old,201-500 Employees
1 India Family Mart,3.9,324,Startup,Gurgaon +60 more,12 years old,201-500 Employees
Polestar Solutions & Services India,4.4,325,Startup,Noida +7 more,12 years old,201-500 Employees
Addverb Technologies,4,333,Startup,Noida +15 more,8 years old,501-1k Employees
FabHotels,3.1,320,Startup,Gurgaon +28 more,10 years old,501-1k Employees
Oda Class,3.6,335,Startup,Bengaluru/Bangalore +7 more,7 years old,501-1k Employees
Zoomcar,3.7,318,Startup,Bangalore +29 more,12 years old,1k-5k Employees
Online Legal India,4.7,317,Startup,Kolkata +5 more,5 years old,501-1k Employees
InsanelyGood,4.1,314,Startup,Bangalore +25 more,9 years old,11-50 Employees
Loadshare Networks,3.6,312,Startup,Bangalore +55 more,7 years old,501-1k Employees
JoulestoWatts Business Solutions,2.9,320,Startup,Bangalore +14 more,9 years old,201-500 Employees
RentoMojo,4.4,305,Startup,Bangalore +14 more,10 years old,501-1k Employees
Katerra,3.4,302,Startup,Menlo Park +19 more,9 years old,501-1k Employees
Flipkart Health+,3.8,304,Startup,Kolkata +28 more,11 years old,501-1k Employees
Medikabazaar,4.7,448,Startup,Mumbai +28 more,10 years old,501-1k Employees
Impact Guru,4.1,302,Startup,Mumbai +14 more,10 years old,501-1k Employees
MagicPin,3.3,296,Startup,Gurgaon +16 more,9 years old,201-500 Employees
Healthcare At Home,3.7,297,Startup,Kolkata +28 more,12 years old,1k-5k Employees
myGate,3.3,294,Startup,Bangalore +18 more,8 years old,1k-5k Employees
Rapido,3.8,292,Startup,Bangalore +52 more,9 years old,1k-5k Employees
Urban Ladder,3.8,287,Startup,Bangalore +30 more,12 years old,501-1k Employees
LEAP India Private Limited,4.3,288,Startup,Mumbai +28 more,11 years old,501-1k Employees
Arzooo.com,2.4,288,Startup,Bangalore +39 more,8 years old,51-200 Employees
FoodPanda,3.9,282,Startup,Berlin +19 more,12 years old,501-1k Employees
Stylebaazar,4,289,Startup,Howrah +62 more,11 years old,201-500 Employees
ShopKirana,3.8,281,Startup,Indore +21 more,10 years old,501-1k Employees
Doubtnut,3.4,277,Startup,Gurgaon +13 more,8 years old,201-500 Employees
MathCo,2.9,285,Startup,Bangalore +6 more,8 years old,1k-5k Employees
NeoGrowth Credit,3.7,276,Startup,Mumbai +27 more,11 years old,501-1k Employees
BrightCHAMPS,3.6,281,Startup,Bangalore +18 more,4 years old,501-1k Employees
Nestaway,4,271,Startup,Bangalore +14 more,9 years old,201-500 Employees
Milkbasket,3.8,272,Startup,Gurgaon +21 more,9 years old,501-1k Employees
DataTrained,4.2,268,Startup,Bangalore +3 more,12 years old,501-1k Employees
NOON.COM,3.8,271,Startup,Burj Khalifa +17 more,8 years old,1k-5k Employees
MediBuddy,3.2,267,Startup,Bangalore +14 more,11 years old,1k-5k Employees
Vyapar,3.7,267,Startup,Bengaluru/Bangalore +29 more,7 years old,501-1k Employees
Xanadu,3.4,265,Startup,Mumbai +14 more,9 years old,501-1k Employees
Examity,3.4,265,Startup,Needham +4 more,11 years old,201-500 Employees (Global)
Helloverify,3.2,265,Startup,Noida +5 more,12 years old,501-1k Employees
Bluestone.com,3.8,258,Startup,Mumbai +38 more,13 years old,501-1k Employees
Teachnook,3.2,256,Startup,Bangalore / Bengaluru +6 more,3 years old,501-1k Employees
AVIOM,4.2,254,Startup,Delhi +97 more,8 years old,201-500 Employees
Coding Ninjas,4.2,256,Startup,Gurgaon / Gurugram +9 more,8 years old,201-500 Employees
Citykart Retail,4,246,Startup,Delhi +55 more,8 years old,1k-5k Employees
Housejoy,4.3,242,Startup,Bangalore +17 more,10 years old,201-500 Employees
HungerBox,3.8,244,Startup,Bangalore +14 more,8 years old,501-1k Employees
Treebo Hotels,3.6,246,Startup,Bangalore +34 more,9 years old,51-200 Employees
BridgeLabz Solutions,3.4,236,Startup,Mumbai +11 more,8 years old,201-500 Employees
Anunta Technology Management Services,3.7,240,Startup,Mumbai +14 more,12 years old,501-1k Employees
Imarticus Learning,4.2,238,Startup,Mumbai +19 more,12 years old,501-1k Employees
Tekion,3,237,Startup,Pleasanton +4 more,8 years old,1k-5k Employees
Leap Finance,4.2,228,Startup,Bangalore +9 more,5 years old,501-1k Employees
CityMall,3.1,222,Startup,Gurgaon +20 more,5 years old,1k-5k Employees
KrazyBee,3.9,222,Startup,Bangalore +11 more,8 years old,51-200 Employees
Pharmarack Technologies,3.8,241,Startup,Pune +50 more,9 years old,51-200 Employees
Hindustan Wellness,3.8,216,Startup,Gurgaon +13 more,10 years old,501-1k Employees
Flyhomes,4.3,215,Startup,Seattle +9 more,9 years old,201-500 Employees
Futwork,4.2,214,Startup,Mumbai +14 more,8 years old,Startup
Broker Network,2.4,213,Startup,Mumbai +14 more,6 years old,Startup
Livguard,4.1,414,Startup,Gurgaon +69 more,10 years old,501-1k Employees
Atomberg Technologies,4.1,235,Startup,Mumbai +39 more,12 years old,201-500 Employees
Classplus,3.3,211,Startup,Noida +17 more,9 years old,501-1k Employees
Weddingz.in,3.3,210,Startup,Mumbai +32 more,9 years old,501-1k Employees
Teachmint,3.4,210,Startup,Bangalore Rural +23 more,4 years old,501-1k Employees
WizKlub,3,211,Startup,Bangalore +8 more,6 years old,201-500 Employees
CollegeDekho,3.4,215,Startup,Gurgaon / Gurugram +12 more,9 years old,1k-5k Employees
Cure foods,3.9,206,Startup,Bangalore +20 more,8 years old,501-1k Employees
SirionLabs,3.3,206,Startup,Bellevue +5 more,12 years old,501-1k Employees
Securens System,4.2,202,Startup,Mumbai +32 more,12 years old,201-500 Employees
Classcanyon,4.6,203,Startup,Greater Noida +4 more,3 years old,51-200 Employees
Navi Technologies,2.7,214,Startup,Bangalore +10 more,6 years old,1k-5k Employees
Indifi Technologies,3.8,213,Startup,Gurgaon +8 more,9 years old,501-1k Employees
IndustryBuying.com,3.1,204,Startup,Delhi +12 more,11 years old,51-200 Employees
Edureka,3.5,208,Startup,Bangalore +15 more,13 years old,501-1k Employees
Metawallah,4.9,199,Startup,Gurgaon/Gurugram +13 more,3 years old,51-200 Employees
Adda 247,3.5,204,Startup,Gurgaon +16 more,8 years old,51-200 Employees
Bazar India,3.9,199,Startup,Gurgaon +48 more,9 years old,51-200 Employees
Smartworks,3.4,201,Startup,Gurgaon/Gurugram +16 more,8 years old,201-500 Employees
CallHealth,3.7,197,Startup,Hyderabad +14 more,11 years old,51-200 Employees
Aspiro Pharma,3.7,191,Startup,Bangalore +2 more,12 years old,51-200 Employees
TALENTEDGE,3.3,188,Startup,Mumbai +10 more,12 years old,201-500 Employees
Innoplexus,3.9,189,Startup,Eschborn,9 years old,201-500 Employees
Hero Housing Finance,3.9,196,Startup,New Delhi +55 more,7 years old,501-1k Employees
Country Delight,4.1,227,Startup,Gurgaon +20 more,9 years old,1k-5k Employees
Woodenstreet.com,3.6,193,Startup,Jaipur +22 more,9 years old,51-200 Employees
VAYA Finserv,4.1,181,Startup,Hyderabad +43 more,10 years old,1k-5k Employees
Ketto,4,186,Startup,Mumbai +4 more,12 years old,201-500 Employees
SpeedLabs,3.5,184,Startup,Mumbai +16 more,9 years old,201-500 Employees
Blowhorn,3.5,180,Startup,Bangalore +16 more,10 years old,501-1k Employees
DotPe,3,184,Startup,Gurgaon +18 more,5 years old,201-500 Employees
Captain Fresh,3.9,182,Startup,Bangalore +20 more,5 years old,501-1k Employees
Yethi Consulting,3.4,180,Startup,Bangalore/Bengaluru +11 more,11 years old,501-1k Employees
Yaantra,3.7,179,Startup,Delhi +18 more,11 years old,501-1k Employees
Avanse Financial Services,4,180,Startup,Mumbai +23 more,12 years old,501-1k Employees
VOIZ,4.4,214,Startup,Bangalore / Bengaluru +18 more,2 years old,201-500 Employees
ShopX,4.4,171,Startup,Bangalore +30 more,9 years old,201-500 Employees
Awign Enterprises,3.6,172,Startup,Bangalore / Bengaluru +26 more,8 years old,201-500 Employees
Zypp Electric,4,177,Startup,Gurgaon +5 more,7 years old,501-1k Employees
Fisdom,3.8,168,Startup,Bangalore +29 more,9 years old,501-1k Employees
Fitelo,3.8,212,Startup,Mohali +8 more,5 years old,1k-5k Employees
Stashfin,4.5,169,Startup,Delhi +13 more,8 years old,11-50 Employees
TIDE,4.7,168,Startup,London +3 more,9 years old,501-1k Employees
Axio,3.8,160,Startup,Bangalore +17 more,11 years old,501-1k Employees
Fraazo,3.4,155,Startup,Mumbai +12 more,8 years old,201-500 Employees
Revolut,2.8,168,Startup,London +10 more,9 years old,Startup
NEARBY TECHNOLOGIES,3.8,155,Startup,Mumbai +42 more,8 years old,1k-5k Employees
